sentiment,tweet
1,will take the PCD's ticket concert today! 
0,@SokiMak I did my strand test and my hair went brown!  does that mean I have lurgies!! Lol
1,@gwynduffy where?  
1,"@carambs, @briandavidz - hahaha. I'll watch BSG on Saturday. Marathon time baby  should i watch razor first? Thanks @mendozacarl"
1,@kittysdrawings Congratulations! That's wonderful news 
0,I should have bought Sprite instead of a smoothie... Now I'm suffering with bad cramps  Today was/is just not my day.
0,"Need help please: How can i create a link in Indesign (clickable in exported PDF)? may sound stupid, but i can't find it... "
1,@JuliannaM Good Morning 
1,"@Cloveapp Sorry, nothing works - error 2032 over and over, let me know when its working and I'll try again, it looks interesting.  "
1,@Hunter_Wellies Not Really! You should have plugged yourself. 
1,"Bathtime now, then Apple Strudel &amp; Icecream while we watch a DVD "
1,@scorpiojerm I did! Didn't do too much - just slightly less than 4k  But good enough for a first run in a while. Yay!
1,New kicks for summer   http://twitpic.com/6b1k4
1,"@AndreAmore I loved that album....INXS was pretty special. If the EW tag applies to you, as long as you are having fun...is all fine "
1,"@Shi_No_Numa thanks for the advice, you really are a kind hearted zom-bee arent you? "
1,Prayin! Tuition increased cnt get n e more money out my skoo but i serve a God tht is Able!!!!! Goin to sleep wit a smile on my face 
0,@lizzylovesatl wish i could go..  but im grounded
0,Still cleaning my room  God I hate this lol
1,Its been forever since i stayed up later than one. Gonna try to get some sleep. Today was too great. Gooooodnight! 
1,@Rosy_Posy that sounds wonderful!!  I shall have to try it one day soon! 
1,@ppix You said that so eloquently! 
1,@maxime68 what? i have already read that! and made a comment even 
1,Ahh twittedfon all fixed 
0,@dannyjesse can you send me another friend request I accidentally blocked u 
0,Everything is ready for the live wwdc stream tomorrow - just need 2 mics 
1,@Ghostwritermc hi Ghostwriter 
1,@DonnieWahlberg @dannywood @jordanknight @JonathanRKnight @joeymcintyre Enjoy your time off! You deserve it! THANK YOU!!! 
0,blah...im so bored....i have geometry work to do.....that should b fun.... 
0,@Binnsy29 just watched Gran Torino very good... Got the reader and Che parts 1&amp;2 so very board on my own in bed wish I had tom or molly 
0,I miss my daddy... Wish I was spending Father's Day with him... 
1,Just starting a paper when the rough draft is due tomorrow. I love my life. 
1,"great fun last night.Eurovision was surprisingly good and wow Norway won,that surely is a surprise!I liked the song right from the start "
1,"Graduationnn, going to see my two favorite boys, senior all night party "
1,I get to see my boyfriend tomorrow  So weirdly excited!
1,Hey @JulianGallo66 take care of this cold... hope you get better really soon 
1,@smilie_loz_x then u probably can finish it! lol 
1,@tondobot haha well it'll play again later for you then 
1,@steve228uk hey well done steve  hope you get it
1,Nerds Do It Better  http://bit.ly/um60s  Meu voto ï¿½ dela. #jovemnerd
1,"Home.. what a awsome day  in Lodi, CA http://loopt.us/GBsiFA.t"
0,today was WAY too long 
1,"Good night Little Horny Kitty. May lice infest your pubic area. To friends, I bid u good night and pleasant dreams. "
0,@mitchelmusso Hey I really wish I could see you guys play. Ive bin trying to get tickets to your show in london but its sold out 
1,#NMC09 @NaomaDoriguzzi : Jet noise is definitely irritating. Live and learn. 
1,@KimKardashian saaame  @alisha_khan and @iaincurran imagin if i met kim k lol 
0,@ahlovely we lead such sad lives 
1,Dalekman is Going to Breakfast of Waffles 
0,@NZEDM Buy some investments off me. I need money to buy Joe 
0,went and bought the asus n10j today. i gotta make sure not to buy anything big for a while now 
1,@carlyfindlay I'm in love with my iPhone.. it's awesome.. Haven't looked back 
0,Hitting your funny bone really fucking hurts 
0,I cannot wait until Real Housewives of Atlanta come back on Nene is the realest bitch know 2 man...I'm sad they got rid of Deshawn tho 
1,"Another day helping out the IAP, I also got my expo display setup for Thursday and ready  time to work on the IAP poster."
0,"oh, my brain fell out earlier. because i've been studying since . . . 1. ya. ON A FRIGGEN SATURDAY.  boo to finals."
0,"@AutumnWhispers I hope you're okay Ruby, your last post sounds a bit sad  *hugshugshugs*"
1,@rashirv Try taking some cold electric shocks..and u'l b back 
0,"@AndyMorse well, the rain seemed to hold off for our walk up. The mist however rather scuppered any chance for a decent view "
0,"having problems with my blog on wordpress. Not a good start to the Monday morning so far. Plus, guess what........its raining again "
1,"I got my life back, I found my day planner!!! "
0,@johncmayer i agree with you. i took me just now to realize that 
1,@boring_alice sure i'll help you! any ideas for a photo? the ones submitted so far are total crap! we're so gonna win this! haha 
1,Just installed the twidget for my macbook 
1,good night twitterverse! 
1,"Thanks for the great ROTF Bumblebee review Peter, lot of good info in there "
0,@gopevangelist apologies to wife 2  give hope a chance...?
1,"wow, &quot;turbolenca&quot; at TVS2 actually doesn't suck (today) "
1,It's finally Friday.....T.G.I.F 
0,@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english 
0,I hate being sick. I have to work all week and weekend. Pluse im home alone all week 
1,"Just got in the car now. About to leave hay. Such an awesome day, and bought books! "
0,Look at you go. 
1,@ArunBasilLal how r u man? lol .. well for me virual ones also counts haha.. 
0,i'm so cold and hungry... this is when i miss home 
0,Cops tell #Tori's Dad they may never find her remains  http://lfpress.ca/newsstand
0,"It's GOOGLE AdWords, not Dougal AdWords, ffs I have a cold, give me a break "
1,"bored as buggery but I am now Zac Rockafella! yes I love my murder mystery, I'm half writing in my drama lesson, good times! "
0,@msnickiminajfan i asked if u rapped u never responded how could it b u then 
1,RR says its offical 
1,My Auntie came over for a little visit before she goes back down...she's spent a week and a bit up here...good stuff 
1,@TriGirlJ good luck! Perhaps you will get some vicodin.  Those are strong juju. 
1,@mamapigeon Yup! Liked #Wolverine a lot  Don't understand negative reviews.
0,My tan/burn is peeling BAD. I feel like a snake. 
1,"@ashleytisdale you are the best, luck "
1,"@stephenfry ooh ooh, please tell us .....please "
1,@bass2xl Hey there Paul! What do you want to know about double basses? There are plenty of folks on here can help you out. 
1,http://twitpic.com/6tiez - Just the other night. I dreamt of taking pics of many rainbows in the sky..guess what I did just today 
1,Yesterday ended on as money of a note as it started. The universe is suddenly throwing pitches to the sweet spot of my bat  haha
1,"Linked @Pogue tech blog on my blogroll too, of course!  "
1,@Mariahcarey Did you stop singing cos u hav finished the album???  xxxx
1,@shivaranjan  no.. I got the meaning..
1,"@loris_sl had a great time thanks, not that hot here, but we do have the roof "
0,Awe...man...i missed registration 4 #flashcamp 
0,how come my phone is letting me text anyone back? sorry nina 
1,@_misse girl @attiwayne put me on last nite so clearly_SHE ROCKS!  i was in here having church okayyy?! lol
1,@JJ650 I know he's not good for me... His new new tryna be my friend. LoL Boi would I love to choke the life out of her. 
1,@PelleB if only there was a place I could go to casually! Have the sony &amp; canon DSLR's blame the crap pics on the cameras 
1,Happy Mothers Day to all the mummies  oxoxo
0,"@sweetpotatoes Oh dear. I don't know, I've never had one. Feel better. "
0,@jesszlatos yeah but now its raining!!  gosh!!I hate this weather.
1,GOOOD morning everyone  feel much better about yesturday. Now im just waiting for my partner to come online on AIM so I can give him crap.
0,@princessJOJA idk...I can't go back to sleep now 
0,"searching on google Armenian maps, but nothing to find that's showing true Armenia historical territories... "
0,"@TheFamulus @MisterRo The distance is a bit of a hindrance, isn't it? "
0,"Hi everyone! Animals fed &amp; watered, housework here I come. "
1,"@stumbletweets lucky you,man "
1,is giving Real Housewives of New Jersey a try! 
1,"Fifth Gear the past two weeks, music video prep today, shoot tomorrow, edit monday, Fifth Gear tuesday... why is work always like buses? "
1,"@tricia_ZLNet good morning!!!  Twitter hasn't conked up on either of us yet, Thank God!"
1,@maxie2007 Hello there. I am quite well thank you. -nods- 
0,@princessdeleon I don't even know. Shes just being weird. Not the best start to the summer. Shes not the talking type either. 
0,so not looking forward to school tomorrow 
0,Wolfram Alpha can't count to three  http://bit.ly/UY9Ib
0,@anjawoood you didnt tell me that you had Twitter 
0,has just covered my boy in camomile lotion. He has chicken pox poor thing  x
0,@madquilter so hard to be happy mummy with broken sleep 
1,"@mileycyrus http://twitpic.com/6dvj4 - Nice dress, and you look gorgeous.  Congradulations on the award by the way. "
0,i'm hurt of their words.... 
1,off for a walk up the canal with my mum cus the sun is still shining..might take my camera as well 
1,@Aussie__Chick Thanks!! 
0,@m_o_lee that is not allowed. you suck. i was supposed to go with you 
1,@paulawhite Started reading Sci-Fi in 8th gr. My HS librarian told me about research in which highly intelligent ppl gravitated 2 Sci-Fi. 
0,"@PancakesFries True that. it's making me crazy how much it's happening, it's happening to everyone seemingly. sad stuff "
0,when i wake up ..in my make-up ...la la lala la.la la lala... i forgot the words 
1,"Haha wow I haven't heard blink-182 in years! My dad has it in his car, why? Don't ask lol sometimes he makes me wonder...but I love him "
1,@altpressLA my friends are getting pissed at me cus i keep asking them to follow you  i want the poster THAT bad.
0,@Bechyy Miss you online.. too weird not seeing you online  ..!!  hehehe!
1,@naldzgraphics Hey Ronald  How have you been??
0,@wakeup_maggie because im keeping you up i sowwie  thanks for listening
1,@F1TailPipe_com Thanks 
1,@sharkeatinroxy haha ur coment is a plus! even though it wasn't the best pep talk... it still did the job! thanks for being there! 
0,So tired after work 
1,woooo i'm having a clandestine birthday cakeeee 
0,Kinda bumed that the Angels are beating the Dodgers 
0,talking on IM right now bro kicked me off other computer.... I was surfing amazon 
1,doing the home accounting 
1,"If you're a computer geek, great! But are you really? Here are  64 things that every geek should know  http://tinyurl.com/cwmab6"
1,@kanzaz  I love your rose!  very sweet &amp; simple.
1,It has been a month!! 
1,@CT1210 Glad you're happy with your new 'do. 
1,"@ashmorg it's a type of german cherry brandy, but it's also a character from one of my favorite video games "
1,You new trainer wants to video blog my new workouts! Feeling a bit nervous about that...LOL  I'll keep you guys posted.
1,I'm addicted to Pizza Cheese Pizza ya knO frm tha lil side shoPS...I honestly cld eat it everyday Marks pizzeria YummmmYyy 
0,@nicgrbac finishing! luckkytt i'm doing civil eng n commerce and not even halfway yet  have exams now so trying to get through them alive!
1,"exams, isu, working all weekend. taking a break now... i&quot;m watching Space Jams "
1,@blazinglily I Love Star Trek too. It was so much fun! 
1,"and now, to quote the Soup Dragons....&quot;I'm free, to do what I want, any old time.....&quot; At least until fall. "
1,watching the Simpsons 
0,So unfortunately i'm still sick  but i still gotta go to church at 11 30 ! 5 more days til summer ! Oh yeah ha lol HMU
1,@PartnerinSANITY    The important thing is this: To be able at any moment to sacrifice what we are for what we could become. Charles D.
1,@marionraven That's awesome! Enjoy the sunshine! 
1,GM Bankruptcy Petition online on Slideshare http://ping.fm/RBlUY #gm more than 100 legal docs online from user LegalDocs 
1,"summer picnic day at the company, Tacos, Ice creams and pinatas "
0,"@LucasBlack Only thing was babe, reading your page I couldnt see any of the pics relating to the ceiling, they were empy with that red x. "
0,Laundry time and LOTS of it! 
0,I want this day to end 
1,@mphillibert now you sing like Michael buble...    Have a great day... Paul
1,Does anyone else find it impossible to put spread butter on cornbread? Are you even supposed to spread butter on cornbread?-by ddlovato 
1,bed? sure why not!! 
1,Only working 3 days this week! 
1,@mikebrooman don't suppose you watched the apprentice? ..found it amusing that the winning candidate will be working in 'digital signage' 
1,@Chellelilbmore 
0,hates that she can't say anything to her boss about breaking nearly every employment law ever written 
1,Folks if you havent got ur facebook URL yet get it at http://is.gd/12ukX mine is http://is.gd/12ukY 
0,no feast day for brooke tomorrow 
0,&quot;I am xxx&quot;'s music video = OH MY GOD!!!! Why I can't go to the GLAY's live??! 
1,"talking with ate lan.. she's giving me a  part time job, yay "
1,@triplenickel i love em too. 
0,"@n0modestbear Do it!! Although, when they get poorly its not very nice! Poor Blondie has to go to the Vets!! "
1,@imrananwar just read ur twitter bio  nice to meet u
0,stuck at work 
1,is spending the day @ the gardens with lisabear!! Time to pick my mommyfriends brain 
1,@HeatherWelliver I'm eager to see him 
0,I'm so tired 
1,@nearerdark haha you're too kind  and yeah if Nokia wants to live through these harsh times they really should start tweetin' asap....
1,"WILL have a good day tomorrow!  (working on business plan, LOTS to do!)"
1,OH MY GOSH I LOVE MY TEAM!!!!! We are hilarious together 
1,"@dramabeats http://twitpic.com/4efuk - you start your day, sleep is for the weak "
0,"Just played on rock band, now my hand hurts "
0,The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever. 
0,"@cathy_cochina40 lol i know! and all my bros and sisters went there too! lol im sure they'd remember us  hahhaha oh well, lets see....."
1,On page 38 of Another Faust by Daniel and Dina Nayeri. Getting better and better every page! 
0,@magependragon  hope you get well and back to work soon
1,@SwannSoirees  Where are you?
0,"@mikey_nw19 oh that sucks. I'm sorry  dinner time, gotta go!"
0,"Had an amazing weekend with Holly, Paige &amp;&amp; Freya....Tired and ill now "
1,"@StaceyMonk Hey, no worries  Glad to be of help. Heh."
1,working at the restaurant! 
0,eye disection was so cool! but smelt really bad 
0,sad that Keri has to work tonight  but stopping in to see her before Bible study (don't tell her I'm actually going to see Guillermo!)
1,@ohhkayla thats awkward! haha thanksssss! 
0,@nickybyrneoffic its crap weather in uk aswel so 
0,ive been missing you @geeojones ! where are yooooooou?  â¥
1,can anyone help me digg cebu pacific up?  http://tinyurl.com/c86dwm
0,@ericharlan @mosslover &quot;oh crap&quot;. Apparently I forgot Becky is presenting right now  epic Usher fail.
1,"@sammieepaige hrm,..english hw. done with everything else though.  then i have nothing else to do for the rest of the dayyy...&gt;_&gt;"
1,@Anthonyweeling NIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIICE 
0,@traceyheppner I know...my ankles are bad for that sometimes   I should do what you did the other day and soak in a tub with epsom salts!
0,@trineeE thank you. I hope so too. 
1,"@drop_d  Being busy as good, as long as you remember to play. "
0,my foot hurts i jammed it in the door 
0,tÃ´ exausto 
1,"Thanks also to @ShortiezRevenge, @jonconnelly and @1337wine for the #followfriday shout-outs, too. Much obliged.  *tips his hat*"
0,"end of 7th is near!, omg i cant beleive im going to be an 8th grader now, i wish i was still a lil kid  those were da good times "
0,Espresso in your pocket! Courtesy of @toypaper http://post.ly/qpx (via @brendandawes) // crap... thought it was an app for the iPhone 
0,@ddrfanatic682 already? when did you start reading it have you seen the movie? i'm on chapter 7 haven't read it in a few days 
1,@Beth_Temple Friday 
0,is missing his Blackberry right now!! there is no real way of fixing it though 
0,167 unread mails  :O
1,going to shop my ass off today ! 
0,Have to work in a few minutes  No weekend for me...
0,http://twitpic.com/6et9w - ahhh twitpic compresses pics horribly 
0,Planned to go to PF for body attack tonight - don't know if legs could take it today tho 
0,"@theevilgumby well, someone might have had your identity  and worked there &quot;as&quot; you"
0,knocked out 
1,B O R I N G!! i bought many really cheaper stuff to put on the face!!hahaha POPOPOPOPOPOKER FACE yay 
0,Nobody's reply my mensagesss snif 
0,is tired and feeling slightly ill still  sleeeeep
1,"@purpledaisybug - yeah..  internet sometimes is good, but sometimes a bit annoying, lol"
0,@machroi Sad.    No wonder there were only 3. So what were John Cleese and Rowan Atkinson's excuses for Fawlty Towers &amp; Blackadder short?
0,ZACK DOUCHEBAG GOT A HAIRCUT O: geez what am i gonna get to laugh at him for now?  paahaa
0,@ibramo I say yikes not bcuz its late but bcuz I'm doing dinner with an old friend at 7pm &amp; I wanted to shop with you today 
0,Henching it at work. Goddamn Westminster weather 
0,"trying to do revision, but nothing's going in, I hate sunday's "
0,I hate leather seats in the summertime cause I know once I get back in the car I'm gonna get third degree burns on my legs from the seat 
0,@keeda awzm! i want pot rice now! 
1,@deresbabyh gingerbread ;D so cuteee! 
0,@htarresnom  WHAT I DON`T UNDERSTAND SORRY BOSS 
0,"Its raining, might not be going to Hemlock now. I am so depressed about tha  hopefully it will stop and dry up abit."
0,Bah day is not ending as nicely as it began 
1,@fatgenius - btw .. If I have a change of converting you let me know and will try KDE 
1,@Rove1974 You should have the Rove  Trend feed displaying in the background while the show is on yeahhh  in a twistori.com/ kind of way
0,"@KarlaWraight the bloody box didn't tape right, I'm gonna have to watch it on iplayer "
1,i haven't twittered in forever. lol. but i left school early b/c it was so BORING! bahaha. mall tomorrow with school! yessh! hah... 
1,obsessed with ATL 
0,"up early, cant sleep "
0,"å!åå¾ç¨é»è¦å¥½æar... T^T  ä¸?é?åè¨å¦,final exam "
1,"@johhnny5 and for the record, your tweet made me laugh out loud. "
1,@babblingbrookie: hello brooke! try to see this picture. it's cool. http://twitpic.com/5zw4w 
1,@RobPattzNews love it... 
0,has a really nasty cough   who wants to bring me cough drops?
0,@hellorachael Ha...I miss mobile web!!! 
0,Okay. WTH. I need it... STAY. Again. Me. STAY. 
0,the third puppy didnt make it  saddest day ever 
1,@TinaCook thanks Tina for the compliment. Fantastically fun project. Look forward to working with you 
1,@mrrichardson Doing pretty well despite it being Monday  I could have used another 3-day weekend!
1,@JoshuaDRollins @bitmapped @mmaust @MoiraNous  thanks for the ALDI information 
0,@xFraser me too  i have math first. i'm gonna die.
1,Just trying to understand the usefulness of Twitter 
0,why do i feel like &quot;OMG I'm up so damned early&quot; when it's almost eight. I need to figure out why I&quot;m sick!  /pout
0,Wow....you put off spending time with someone and then it may be too late...sick to my stomach. 
0,Finishing off question 2. Looks like revision won't be happening till tomorrow after all 
0,Shoulder is killing me 
1,"@johncmayer polyester, protester, quester, semester, sequester...hope this helps "
0,"just watched Marley + Me and had lots of tears rolling down her face at the end, it was sad "
1,"@olrandir egw 8a h8ela merika vasika !!!!!! mazeuw hdh giati 8elw na ftia3w kati,opote let me know if you're serious about this !! "
0,twitter is boring  i am so alone
1,"@A_Keeling  Pauper's Dinner tonight lol Fish fingers ,chips and peas.lol "
0,http://twitpic.com/6b9jr - strange the summer 
1,@tweeddelights Hee hee - it is very exciting!! It is ours but can't get it til Sunday  Fair was good thanks - busy all day
1,twitterfox is cool 
0,@fishcraik The people of 4oD Catch-Up are so bad with their uploading of Big Brother.  #bb10
1,I rocked my first 100% Secret Shop at work haha - boss just called to tell me 
0,"Another loser: Preparing for school.. Great , the Lakers won , but the Celtics have lost the game  http://tinyurl.com/rdkayy"
0,@mandermu oh no... She'll be in my thoughts. Let us know if u find out anything  *hugs*
1,whooooooa.. i just got one  this is weird! :] i kinda like it  studying for finallsl... 
1,@EmilyTournie so i said the first thing and thats what Jordin Sparks wrote on her twitter  she kinda replyed : P haha.
1,@TwiPotter131 oohh i need to read that!!!!!! lol *jealous* 
0,Sorry Cavs i was rooting for you guys!!      
0,Why is it so much harder to share files between XP and 2000 than it is between Mac OS X and 2000 
0,frankie had nonnas and now i really want some 
1,@jimmski too true. We've all got a bullet with our name on somewhere out there. Might as well laugh about that fact. Off to mow a lawn 
0,"@LisaNoelRuocco I have a cold too man, wtf!  feel better &lt;3"
1,"@JoshDeVine The VonRays!  Well, we're calling the studio tomorrow.  Maybe we can get you an advanced autographed copy "
0,@ChudMuffin No they don't ever have class lol. They just take up all the space in the library 24/7 
1,My brother looks like Jacob of Twilight. 
0,Tomorrow is my 17th B-Day and I'm ill 
1,"@LindsayRush  I know what you mean! It's not just on repeat on my iPod, when I turn off my music, I sing it in my head. x) Is that weird?"
0,"Brain is spent.  Spent the whole day feeling like a ping pong ball, bouncing around doing stuff.  Not the focused day I wanted.  "
0,@jeanacosta i'M confused... why do  you have a little lock on your updates? and why do you never twitter me?  sad.
0,2 hours 15 minutes in traffic already. And i think i'm still half an hour away from home at least 
0,i got a canker sore.....  not amused!!!
0,"The good: I think I found an apt!!!!!!! I've lost 24 pounds, and my alma mater asked me to be alum mentor. The bad? Cracked iPhone screen "
0,@reluct_scooper Lorraine (@ramblingpanda) was drinking cider; I had a sip and it was superb. Alth I try not to mix beer &amp; cider too much 
0,@tomrob7581 nope. THAT I don't have. 
0,its 45 degrees here..damm hot 
1,is eating Sans Rival ice cream on this hot Sunday afternoon.  What more can I ask for? 
1,@kcarruthers indeed! it was an absolute delight. Must do the #ggds thing again i think 
1,good morning 
0,IT Typo of the Day: bowering -&gt; browsing I was wondering how Bowser affected her document and why 
0,@NadoDeeOgee plz translate..PACK Wolf and #followfriday? i must be dumb dog. 
1,Jumping on the Ducati and heading to an AA meeting 
1,Monday Night Laughs! Currently watching The Simpsons... 
1,@cherryhm Awww...no...you're a part of the Digbyholic Family no matter who you are. We're a very diverse family. LoL. *big hugs*  
0,@ThenameisMumu : you are the worst friend ever 
1,yay doggies won 
1,@The_White_Owl u welcome  anytime
1,"pleased with myself, just ate a small tub of custard "
1,@emaestas woohoo! Apartment shopping is fun!! Good luck! Let me know how it goes 
0,Waiting for my ipod to charge then Im bumping tunage and studing for finals 
0,@nick_carter I know!!   I can fall of the bed! BIG dream!
0,@Dannymcfly @dougiemcfly @mcflyharry @tommcfly if 1 of u would tweet me that would be amazing Just had the most terrifying night ever  xx
0,"im worrying, i need to do so much revision  its gonna have to be done tomorrow i reckon :|"
0,@AngDRC I hear it is going to be 90s music... Not sure if this is true. But I listen to KWOD pretty much all day every day.  SO SAD.
1,Ash-a-ma-leeeee loveses juice  hahaha gosh i sound a bit weird :s meh! Tehehe
0,"i just had to walk away from something i helped create, because certain individuals warped it into something nightmarishly unrecognizable "
1,@hokieguru Thanks...I'll need some luck too  And I must cut down on the diet soda and replace it with water.  Sheesh...gonna be tough.
1,@paulandstorm Hey Paul! I think Today's XKCD was written with you in mind  http://xkcd.com/590/
0,I heard there's rumours about me having a crush on somebody at work which is untrue.  - http://tweet.sg
1,@anandramdeo 2 is the least I could think of :p Wanted to order a bunch and stock up 
1,@RevRunWisdom just spending the day with my kids....dont need to anything different   its perfect
1,You know what grinds my gears?!?!?!   (Mirror's Edge) 
0,Walk-texting really does serve as a harsh reminder of how horribly hungover you still are 
1,@BlackNerdGirls Thank you so much 
1,Hope the fix for my laptop works until quad-core Mbp's arrive. 
0,@jmastrodonato no House tonight 
0,@assenavdew nope another night without twisted Ddub dreams  i need to start listen to their music too b4 bed! not happening though
1,"@stackiii I'm good, how are you? I would've DMed but you have to be following me in order for me to message you "
1,going to the first Primark Store Opening in Germany 
0,@SophieLouise23 I've looked everywhere...mum is going to take me into London on Sunday...but I don't think I'll find anything though. 
0,"Oh man, Dizzy Sheep has Addi Turbos today. I'm dying to try them. Too broke from spending spree this weekend, though. "
1,driving Tiff to library in my white truck blasting classical- couldn't have dreamed this one up a year ago..... 
1,Going to a doctors appointment 
1,@mikebailey01 I just became one of you followers about 3 minutes ago  I love you (:
0,@Bruno108 hahaha unfortunely my weekends consist of work and sleep 
1,Thanks to all those overly-kind Twitter friends for the #followfriday business - will have to do a blog shout out to you all! 
0,@miss_fliss I miss you already I feel like I haven't talked to you in ages 
1,@ rohanjacob Hi there stranger! 
0,sitting at home being bored....... 
1,Getting ready for my last day at ayers 
1,madina lake chat for 7pm  yaaaaaay *eastern time* i miss my boys
0,&lt;----is not impressed with my little friend it no longer vibrates.. 
0,@MadeInManila hahaha @ ADD! That's good tho. I'm back now...what we doin 2 nite? I miss my courtney 
0,"What a glorious day! After a busy Monday; then it's on vacation!!! I have no plans.    Oh, that means NOTHING to do!!!! Hmmmm "
1,werent the jonas brothers at the mtv movie awards? I thought they were going...so confused =S if someone knows...please tell me 
0,"@debmthome gah I keep missing it, try again! Sorry I am out and about, haven't been Able to hear my phone "
1,"@hiabowman popping in disc 2, gonna start without you  #MadMen"
1,March - April - May - June and July Give @BoeleYtsma a try  Nice song by the way 
1,thanks everyone for the happy mothers day love! 
1,@JustEatBE mailen 
1,"@Vemsteroo Two is standard, 4 James gets, 4+ is really good friend or I'm feeling hyper/generous "
0,is in hongy kong and has very little money left.  is very sad!!!!!!!!!
1,@kidpaparazzi Ha ha! If you want to write a column I would let you. You're so on top of that kind of stuff 
1,"I'm really happy over an honestly silly thing, but, hey, it's a big thing to me! "
0,Im so upset that I don't have any pictures of tim and I from semi 
0,"it must be downtime/maintenance day cuz now that twitter is back up, bejeweled blitz is down! zomg.  oh well."
1,wants this weekend to go by fast...Heading up north Monday after work!! 
0,NBC fall lineup: http://www.nbc.com/upcoming-shows/ Nothing on Chuck. 
1,@Michelle_mbelle SO great! Super awesome night 
1,Lovely postman just brought me a new book: Teaching Pilates for Postural Faults. Guess today will be reading in the park 
0,@miss_charmed ok lang yun. quartz and the bf can't make it though. tapos the rest didn't reply. 
0,"IT's 11:30 n a friday night and im off too bed, while everyone else is shaking it down...   "
1,"@kel_leigh  You did good , girl!  Thanks for the favor. "
0,does not want to go to the dentist- i hate the dentist. 
0,@riceowlett iCant DM from my phone  email my phone &amp; I'll reply back: DaLoneStarKid@tmail.com
0,"@Jamesizzle Well I'd love to go, but I just paid my Uverse bill today, so there goes that money. "
0,"After some rest and a closer look at the pictures, I am not happy. "
1,Lying in the sun!  Back from schoool ^^
1,"Woooo! @TheHitListRadio is playing Dick In A Box! But its not new! D= Its been out for ages, Matty &amp; Renee! I still love it "
1,on my way to erics 
1,Waiting at broadoak-only two more before us! 
1,http://twitpic.com/67dqj - And don't they look good standing there with it (as if it were theirs!) in front of their house 
0,@britttnicole The same with me but I still have to go to school 
1,@gschan @malditamd @daydreamerping @ragdollgonewild @tarayqueen @manilenya Thank you  I owe you my sanity tonight.
0,Today is my bff's 21 birthday in VA im soo mad im not there 
0,see i thought she blocked me from following her like Greg Grunberg did!  ..  
1,my mother's a bitch. she's making me come off for just now. be on later  xx
0,"is laying in bed, sick.  Ugh, school tomorrow. :/"
1,"'s a bit lonely today, going to get a cuppa "
1, okay...give me like...5 mins to wake up...God...I'm in the weirdest position o.O
1,who wants to go running on the beach laterrr? (: I DO ! anyone wanna come wiff? 
0,Why did I not bring my laptop to New Hampshire? 
1,planning possible trip to LV 
0,R.I.P. Farrah Fawcett http://bit.ly/DVCgs  The beloved angel has passed away.   (via @PerezHilton)
0,@delovelyTM no I don't have a gym membership  but I do want to siGn up!
0,sick with the flu!  hopefully just the normal one not the swine one...
0,hehehe magulo naman ading lunga ko ka next next week.miss you david 
0,clearance puppy  i'm such a sucker for sad movies.
0,Hahahha shiiet again? Shitty mang 
0,"My Phone Is &quot;Out Of Order&quot;, So If You Have Been Tryin' To Call And/Or Text Me Since Around 10PM, Last Night, I Was Unavailable! "
1,@elisabethx I got a riding hat today not hard top but one ur wear under. totally for u 
1,I just entered some drawings for J-14 magazine. I hope i win! 
1,@Ozquilter haha let's see if it works before you praise me 
0,Chowder's on.  Little buddy?  @allyzajim
1,Don't you LOVE the feeling of sitting and relaxing in a beautiful yard?! I got to relax and enjoy my hard work today. 
1,@HarrieOwen same lol it's still bright and warm here! it's quite nice when it's like this   and @xshel these people aint worth your time
0,disliking twitter... 
1,Loving Lexington.  At airport getting ready to leave and already looking forward to the return. 
0,about to start packing 
1,"@lorna1304 I see, *pretends to know who they are* "
0,"@Crimsonessence OH HOW I WOULD LOVE TO GET TOGETHER!  Sadly, I'm traveling this week and next. Girl, we so have to plan a playdate though."
1,i wonder how i ever survived without twitter. there are so many nice and funny people here 
1,"Just finished taking my Gram to the Dr, and am now at Cracker Barrel, and then over to Walmart  i love time with Gram, always good fun"
1,@scooter190 awww yay 
0,"@cean888 argggh! i guess it really cant be controlled. but i guess, @applei can detect the cracked app users. "
1,listening to Joseph Arthur whilst finishing one of the last assignments of the year 
1,'@djprostyle' - Oh u can take me to the game with u 2mor.... 
1,Home after a very long day Bought my dress 4a wedding I'm attendin next weekend Copped the new XXL &amp; Vibe with Eminem on the covers 
1,@bonCOYcoy we're just relaxing tonight  i miss you. we need to hang out ASAP when i get home 
0,Made a custom order item but the it is 0.5 inch shorter than the requested size. I'm shocked! Failed in pattern making 
0,is kinda sad everyone isnt taking her research seriously 
0,Can everyone give @a_lil_spaz a big hug? She needs one right now. Poor girl 
1,@sharonsgardns Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,@leahday  Thanks for the follow!  Would love to see a pic of your new quilt 
1,@IanJenkin  Cheers dude..But your pasty is bollox'd now so no point coming up.
0,I'm so hyper that I ain't Reading tweets right lmao and I don't have my stupid contacts in 
0,Goin to work on this beautiful day  [PIZZA = MATH]
0,"wanted a bagel snd a schmear, got english mufin with pb  so not the same"
0,I ate too much. 
